text,emotion
"@SenGaryPeters Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin",anger
"#StandWithUkraine🌻

Paratrooper Valerii Chybineiev was killed near Hostomel yesterday defending his motherland.

It was his birthday.

He was awarded Hero of🇺🇦 in 2016.

In 2019, his brother Roman was also killed in action.

Glory to the Heroes!

#DemVoice1 #ONEV1 Z21 #wtpBLUE https://t.co/WENwi2nJqK",joy
"""Wanted: Dead or Alive"": Russian Tycoon Puts $1M Bounty on Putin's Head - Newsweek #Putin ⁦@LindaGMedium⁩ ⁦@PsychicMilou⁩ https://t.co/gY65iIlWsG",anger
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"The US is revealing its cards, with Secretary of State Antony #Blinken revealing that his country has the goal of undermining #Russia's standing among other energy suppliers. https://t.co/LcG4WOpLvC",anger
"Russian Billionaires’ Wealth Crunch https://t.co/r0di9CZcYg 

#Russia #UkraineWar",anger
@SkyNews No they are not! Complete cowardice by the West and #NATO leaving #Ukraine to fight alone. This will be worse in the long run with an emboldened #Putin sensing weakness and progressing to invade further territories.,anger
Russian forces advance in South as Ukraine braces for ‘massive loss of human life’ ⁦@washingtonpost⁩ #Ukraine #StandWithUkraine #Kyiv  https://t.co/C4WvotfVqq,anger
"HOW LONG WILL THE WEST'S PICTURE OF 'POOR INNOCENT UKRAINE' BE BELIEVED? 

https://t.co/A51sjTm2P0 

#Ukraine #Russia #UkraineUnderAttack #RussiaUkraineWar #UkraineWar #RussiaUkraineCrisis #UkraineRussia #Donbass #Donbas #Kiev #Kyiv #Donetsk #Lugansk #Luhansk #WARINUKRAINE #WWIII https://t.co/zdSqMiBpKN",anger
"Ukrainians will remember that the West denied them a no-fly zone. They will remember that we left them to die and suffer while they defended us in our safe homes.  They will remember that for generations. They will not be our friends. 
#StandWithUkraine",anger
#PUTIN WANTED FOR WAR CRIMES #Ukraine #StandWithUkraine️ https://t.co/pTOMcdICFF,anger
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"Growing indications that #Russia faces some kind of imminent supply crisis in #Ukraine 

If this is the case we could see a dramatic escalation of attacks over the new 72 hours",anger
"""Another Pantsir in the Hands of the TDF""

The documented losses on top tier Pantsir/Tunguska seem to add up quite drastically for the Russian Army.

#ukraine #UkraineInvasion https://t.co/iprl4DkDDX",anger
School strike week 185. #FridaysForFuture #ClimateStrike #PeopleNotProfit #StandWithUkraine https://t.co/a0EVWg68eJ,anger
"They also said that the sanctions on Iraq would only hurt Sadam and the elites. They lied. 

The price is NOT worth it. 

#NoSanctions #Russia https://t.co/l0JNIJuWif",anger
"The #propaganda in Russia is dangerous to the world.
But especially to Russians.
It seems many people don't know Putin is commiting war crimes &amp; lying to them about the nature of this #war he initiated
He could cause nuclear war &amp; millions of Russian lives
#Putin
#Russia
#Ukraine https://t.co/GQJy4OXNuB",anger
This happened in Russia. Watch until the end so you fully understand. #putin🖕🏽 #UkraineConflict https://t.co/YMY2TntnLk,anger
The Entire staff of the Russian TV channel “the rain” resigned during a live stream with last words: “no war” and then played “swan lake” ballet video (just like they did on all USSR tv channels when it suddenly collapsed) #Ukriane #UkraineRussiaWar #Russia #StandWithUkraine️ https://t.co/o4LzUqnWLc,anger
"@SenGaryPeters Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin",anger
It appears that sooner or later the #US and #NATO are going to get drawn into the #RussiaUkraineWar Do you agree or not?,anger
@BeverlyFolkers  #Russia is the new #NorthKorea. No free press &amp; 15 yrs in jail for reporting #War in #Ukraine. #Putin is now #KimJongUn. Nightfall again &amp; the people in Ukraine &amp; Pres. #Zelenskyy are praying to see the dawn. Each day the bombing gets worse. Will Putin stop? No!,anger
"@DogginTrump I agree.

Some great background on who Putin is and what motivates him. 

https://t.co/eXSTPFI3lN

#Putin #warcrimesofputin #Documentary #UkraineRussiawar #Ukraine",anger
"@NATO It is afraid of Russia, if it were another smaller country, it would have already intervened in the attacks. #NATO #UkraineRussianWar #Zelenskyy #Ukraine",anger
"Bloomberg News ""will temporarily suspend the work of its journalists inside #Russia after President Vladimir Putin signed legislation that criminalizes independent reporting in the country,"" @RetoGregori reports. https://t.co/M7sksGcZCQ",anger
It’s been only 30 years since the Cold War ended. The nuclear blackmail was our every day reality back then. And once we had leaders who knew how to handle this blackmail and how to destroy the Evil Empire. #NoFly #Ukraine #NATO https://t.co/mO6qVEBdks,anger
"Sector audiovisual: 
Netflix
Disney
Warner Bros
Sony pictures entertainmet
#Rusia #Ucrania #Putin",joy
"@chipfranklin McDonald’s, Burger King, Coke, Pepsi, Papa Johns, Pizza Hut, KFC, Deloitte, KPMG, PwC, Nestle, and Starbucks.  These businesses are still actively doing business with Russia during the invasion. 

Retweet and boycott

#Ukriane #UkraineRussiaWar #UkraineWar #RussiaUkraine",anger
So why isn't #Pelosi impeaching #Biden for not cutting off #Russian oil?  He is obviously in collusion with #Putin to keep #Russia making money. And #JoeBiden won't call Putin a #warcriminal. #BidenIsAFailure #PutinWarCrimes,anger
"Sector industrial: 
Atlas Copco
Metso Outotek
Norsk Hydro
Grupo Suizo ABB
CRH construcciones
#Rusia #ucraine #Putin",joy
"#IStandWithPutin NOPE 

#FUCKPutin

#Ukraine 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦 https://t.co/CPmsLjUwL3",anger
"Trusting allies can be a bad thing 🤷‍♂️
Moscow vs #NATO = The death of the Ukrainians
 #Kyiv  #Ukrainia  #الحرب_الروسية_الاوكرانية
#Russia … #روسيا #موسكو #كييف https://t.co/Ua1A0lnGpl",anger
"Undoubtedly - one of the strongest photos of 2022!

#StopRussia
#StandWithUkraine https://t.co/wX5g5ggs8y",optimism
"Defending #Taiwan is defending #America. After the chaotic withdrawal from #Afghanistan and #Russia’s invasion of #Ukraine, Taiwan is the test of American credibility. @mikepompeo https://t.co/S0Jzji1MF0",anger
"Ukraine alone is withstanding the ‘biggest army in the world’. But we need your help. Now! Please, keep on pushing your governments to take actions. We will not surrender. Neither should you. Your waiting costs us lives. #StopRussia
#StandWithUkraine",anger
‘Cataclysmic’: Ambassador McFaul says #Putin's ban on Facebook shows 'he understands he's losing' https://t.co/YLb0q6ljfj,anger
"In #Russia, a prominent Kremlin-close political analyst suggested that the Russian military operation might finish “beyond Ukrainian borders”. 

He said #Germany “will be never forgiven for allowing weapons to be sent to #Ukraine”.

@GermanyDiplo and @NATO, are you reading this? https://t.co/3hlWs4gDud",anger
"City of Gostomel was retaken by Ukrainian forces. The Russian Army left the dead to rot for days, not even having the respect to recover the bodies and the wounded. Young soldiers die because of a dictator.
#Ukraine #Russia in https://t.co/dID7bhbmR1",anger
"Growing indications that #Russia faces some kind of imminent supply crisis in #Ukraine 

If this is the case we could see a dramatic escalation of attacks over the new 72 hours",anger
What an incredible man and leader #Zelenskyy #StandWithUkraine️ https://t.co/pTBMqRtP8s,joy
"The press secretary of the President Zelenskyy, Sergii Nykyforov, reported that a fragment of a missile landed in the yard of the presidential dacha in Koncha-Zaspa. ""Missed me!"" — commented Volodymyr Zelenskyy.
#StopRussia  #StopPutinNOW  #stoprussianaggression #StandWithUkraine https://t.co/f4jk6bW50J",anger
I was against #nato bombing Belgrade but this makes no sense https://t.co/KovKz6FL1k,anger
"This is Irpіn. A town near #Kyiv. #Russia is just now shelling residential buildings. 
Civilians lose their homes and die...
What is the West doing? They says it's not their war. https://t.co/YBRThmZank",anger
"Wait, let me get this right. If you have Nukes, you can invade whomever you please, without anyone stopping you? How does that deter other Nations with Nukes from doing the same thing? Someone make this make sense.#Ukraine #Russia #China #Iran",anger
"Russian Foreign Minister Sergei Lavrov said that Moscow would press on with its military operation in Ukraine until ""the end"".

I stand with President Zelensky and the Ukrainians.

Seize all Russian oligarchs' assets!

#Zelenskyy
#StandWithUkraine️
#StopPutinNOW

#DemVoice1 https://t.co/SXUDBgPfvm",optimism
"🎞️ Switching back to experts from across the pond - a prominent US political scientist John J Mearsheimer, speaking at a video conference organised by the student politics society at King’s College, Cambridge:

@mfa_russia #Russia  #NATO #Ukraine #security https://t.co/zzcthOsAK7",joy
Which is your hero? Like for Zelensky. Retweet for Putin. #Ukraine #Russia #Zelensky #Putin https://t.co/4cgSYr4nh3,joy
The average price Americans are paying at the pump jumped to its highest level in nearly a decade Friday as #Russia's invasion of #Ukraine fuels a rapid surge in oil prices. https://t.co/VljPAiNfip,anger
#Russia is the new #NorthKorea. No free press &amp; 15 yrs in jail for reporting #War in #Ukraine. #Putin is now #KimJongUn. Nightfall again &amp; the people in Ukraine &amp; Pres. #Zelenskyy are praying to see the dawn. Each day the bombing gets worse. Will Putin stop? No! https://t.co/FTg9xB2Y8f,anger
"This war was decided years ago 

part of an interview given to the #french chanel France3 about #NATO and russian #ukranian relations in 2006

#Ukraine #putin #poutine #ukrainerussia #UkraineCrisis #UkraineUnderAttaсk https://t.co/cf0yXc4KcE",anger
"U.S. President Joe Biden meets with #Finnish President Sauli Niinisto at the White House

#Finland's possible accession to #NATO is likely to be the main topic of discussion https://t.co/cKTMQcPssX",joy
"I still don't believe that the USA and NATO abandoned $80 billion worth of armor in Afghanistan for nothing.

There must be a hidden truth and objective.

#UkraineRussianWar #Russia #Ukraine ASUU NATO https://t.co/fxfuC8WYUY",anger
"Many Indians seem to be siding with #Russia. It's more about a generation, growing up romancing the idea of USSR, standing upto the big bad bully, Uncle Sam. At least in Bengal &amp; Kerala. Got nothing to do with contemporary geopolitics. Not taking into account the AKHAND Fanbois.",anger
"@NATO Do something! Otherwise, you are sending the message to #Putin; he has a green light to continue. He will not stop with #Ukraine. The world can not just sit silently by while the Madman goes unchecked. #DemVoice1 #PutinWarCriminal https://t.co/b0TDa8u9vP",anger
"Flight JL42, Tokyo to London, now flies over #Alaska instead of #Russia. Today’s flight is scheduled to take 15 hr 12 min, adding a full 3 hours of flying time. https://t.co/zMmHugwNOI https://t.co/wIyq3vgWOy https://t.co/y0LjWLACWS",joy
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,optimism
"⚡️Kering announced the closure of boutiques of its brands in #Russia

The company owns luxury brands such as Gucci, Balenciaga, Bottega Veneta, Saint Laurent, Alexander McQueen, Brioni and Pomellato.",sadness
"@SenatorTester Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin",anger
#NATO is making tons of money 💵 right now. https://t.co/MrXadMUrdA,joy
"@ZelenskyyUa President Volodymyr Zelensky has shown himself to be not just a Ukrainian hero, but a hero for the whole world

A beacon of light in a time of darkness

#StandWithUkraine 🇺🇦💙💛🌻
#UkraineUnderAttack https://t.co/1Vnj1CCdfE",optimism
"I'm told the answer is mixed:
- Abt 1,000 are POWs inside #Ukraine
- some are dead
- few have walked back into #Russia or #Belarus 
- most simply left their vehicles &amp; returned to their bases
- some tried refueling at local gas stations, but Ukrainians put gas in the diesel tanks",sadness
"Companies that refused to work in #Russia because of the invasion of #Ukraine

Thank you for support!💙💛 https://t.co/YW2MkXZst7",joy
"#Russia says U.S. Senator's call for the assassination of  President #Putin is a crime, and demands official explanation from the United States, said the Russian embassy. https://t.co/a5d73hQILy",anger
"Kharkiv got annihilated in Russian Shelling on Residential Buildings.
#UkraineRussianWar #RussiaUkraine #Ukraine #Russia https://t.co/SpdtZpPOsh",anger
"I just wanted to let you all know, I've earned $353 (and counting!) in sales so far for the #StandWithUkraine T's I designed!  I was going to donate right to the UA Red Cross, but have seen several other good charities, What do you guys think? Suggestions? https://t.co/g2zkpQOBQq",joy
